,Date,Tweet,retweet_PCT,likes_PCT
8,2021-11-20,Bitcoin cures cancer,6.266666666666667,1.3784597897129864
9,2021-10-24,"Out of curiosity, I acquired some ascii hash strings called “Bitcoin, Ethereum &amp; Doge”. That’s it. As I’ve said before, don’t bet the farm on crypto! True value is building products &amp; providing services to your fellow human beings, not money in any form.",4.822429906542056,0.5324812283810005
10,2021-10-24,"Possibly. Bitcoin was conceived at a time of relatively low bandwidth &amp; high latency. If both continue to improve substantially, we will reach a point when no second layer is needed.",-0.8811757348342715,-0.8892877775026822
11,2021-07-29,"We don’t have that many Bitcoin, but it’s close",3.9809160305343507,2.955066625348621
12,2021-06-25,“That’s not funny!” – Bitcoin maxis,9.541818181818181,10.26887240920327
13,2021-06-25,How many Bitcoin maxis does it take to screw in a lightbulb?,1.6791997240427734,0.6613063800347603
14,2021-06-25,Oh right … Bitcoin haha,0.4357976653696498,-0.00622648851991181
15,2021-06-13,"This is inaccurate. Tesla only sold ~10% of holdings to confirm BTC could be liquidated easily without moving market. When there’s confirmation of reasonable (~50%) clean energy usage by miners with positive future trend, Tesla will resume allowing Bitcoin transactions.",0.6292698213726104,-0.3880928796848725
16,2021-06-04,#Bitcoin 💔,26.88235294117647,11.204532315874667
17,2021-05-24,Spoke with North American Bitcoin miners. They committed to publish current &amp; planned renewable usage &amp; to ask miners WW to do so. Potentially promising.,0.15561288698716336,0.6991840156193629
18,2021-05-21,Bitcoin hashing (aka mining) energy usage is starting to exceed that of medium-sized countries. Almost impossible for small hashers to succeed without those massive economies of scale.,-0.33495539334955393,-0.5555733889735976
19,2021-05-17,"To clarify speculation, Tesla has not sold any Bitcoin",13.141556291390728,3.6770586563062633
20,2021-05-16,"Bitcoin is actually highly centralized, with supermajority controlled by handful of big mining (aka hashing) companies. A single coal mine in Xinjiang flooded, almost killing miners, and Bitcoin hash rate dropped 35%. Sound “decentralized” to you?",0.08503247243618794,-0.1620030400993384
21,2021-05-16,"He should wear outfit for Halloween, but with “Bitcoin” tattooed high on thighs",-0.7309298440979956,-0.609447652138368
22,2021-05-13,Tesla &amp; Bitcoin,7.262456611801589,4.597179700215108
23,2021-04-27,"No, you do not. I have not sold any of my Bitcoin. Tesla sold 10% of its holdings essentially to prove liquidity of Bitcoin as an alternative to holding cash on balance sheet.",23.084645669291337,5.895757663809386
24,2021-03-24,Pay by Bitcoin capability available outside US later this year,27.322475570032573,9.160956353344258
25,2021-03-24,"Tesla is using only internal &amp; open source software &amp; operates Bitcoin nodes directly. Bitcoin paid to Tesla will be retained as Bitcoin, not converted to fiat currency.",1.1888441633122486,0.2691081285139385
26,2021-03-24,You can now buy a Tesla with Bitcoin,4.667770071458596,3.996407386229084
27,2021-03-12,BTC (Bitcoin) is an anagram of TBC(The Boring Company) What a coincidence!,3.147536884221055,1.36661138750691
28,2021-02-19,"To be clear, I am *not* an investor, I am an engineer. I don’t even own any publicly traded stock besides Tesla. However, when fiat currency has negative real interest, only a fool wouldn’t look elsewhere. Bitcoin is almost as bs as fiat money. The key word is “almost”.",4.856854838709677,3.032312111057922
29,2021-02-19,"Tesla’s action is not directly reflective of my opinion. Having some Bitcoin, which is simply a less dumb form of liquidity than cash, is adventurous enough for an S&amp;P500 company.",-0.44440619621342514,-0.2143111533210661
